pitcher,batter,events,launch_speed,launch_angle,spray_angle
668676,643217,out,81.4,40,-44.0008798969786
573185,501571,out,71.5,-11,-12.2497902918083
518774,503556,out,86.1,-8,49.0626471008423
660271,663993,out,107.3,-22,10.4129078943466
593334,593643,b1,92,16,16.5460030950288
594835,643393,b1,91,17,1.01521325845412
592351,668804,out,99.7,-2,-12.716809365216
543208,514888,out,72.1,52,42.0041465215014
434378,405395,out,75.4,7,-28.8960272127011
605280,621512,out,77.9,-38,-28.6631180567171
629496,435522,b1,72.1,25,-23.2901561561987
468504,519203,out,96.2,3,32.6945144983097
458681,542921,out,91.7,59,53.6352157875872
641541,543333,b1,105.4,1,-3.58378118799325
623184,596748,out,84.1,-15,-12.8739669226739
608331,642715,out,43.9,-19,-31.0038627690574
547888,458085,b1,97.1,1,0.23754761210018
491646,596847,b1,99,9,-17.6256613874306
622217,523253,out,95.1,32,-7.30142265589293
621107,645302,b1,83.4,18,2.2623604741195
645261,592567,b2,102.5,-1,45.4608790564892
453172,622534,out,102.8,-7,-21.2228678057847
596049,622110,b1,92.6,5,44.2039273374881
435221,546318,out,90.3,-22,39.0250663289788
669211,670764,out,77.5,35,39.2065171471309
488748,543308,b1,97.6,7,-25.9087734923406
593576,650559,out,82.7,-16,-38.3600837294442
656266,592518,b3,94,20,-41.7709390240555
571656,547989,out,82.7,45,-8.25405067808163
475479,591741,out,74.7,-19,-27.6152765942641
448179,622497,out,89.7,40,-2.27116357449293
501822,543308,b1,98.1,13,34.954710349238
594965,621028,out,91.5,0,-28.7742865764831
660813,543333,b2,91.2,6,-50.5253837313496
572020,488862,out,64.4,65,43.6398284310502
608717,664774,b1,102.9,-4,23.9398023067892
657624,664058,out,96.9,3,-30.4513713476126
621244,570256,b1,107.7,9,34.504218958116
643338,668670,out,89.2,39,-56.5288772156046
670912,543257,out,84.5,29,-35.2255608893889
553878,446359,out,77.8,35,1.97171508024296
571666,501303,out,96.5,21,22.3147587915218
607572,607208,b1,72.1,-6,-0.713426296783975
593372,519058,b4,102.4,22,44.1728182304482
446321,596019,b1,106.1,-4,-9.9255398878103
434538,489267,out,91.5,42,22.8314379639585
543101,656941,out,53.3,2,40.1083176870791
434671,665489,out,89.1,62,35.69355824515
641771,547943,out,56.2,35,47.7896423475837
521230,408234,out,71.3,-31,34.0014062226884
641907,520471,b1,100.2,14,36.1964404280121
608718,622761,out,29.6,74,19.6385400892226
543219,643217,out,98.7,22,4.6586031999503
663738,669221,out,87.2,24,-18.7120138457258
502202,457705,b1,97,0,-35.5533076817436
592332,455759,out,93.7,9,-17.7573777524094
595032,544369,out,81,53,33.2775793253244
543475,518792,b1,109.7,9,20.1865674322299
548384,640461,b4,108.8,34,-25.9513832704716
593423,543685,out,93.2,22,40.0468900495429
641745,425877,out,90.5,42,4.35598318599965
453329,543281,out,57.5,-23,-24.3860013752804
435221,571740,b1,53.4,-40,-30.8731783507919
571946,572039,out,75.7,-10,-37.2958275907976
663776,668670,b1,89,-4,-32.4572548206858
430661,572669,out,95.2,-15,-31.9898773278328
493200,596119,out,89,-23,34.3253889220927
663465,643393,out,89.1,8,21.2110317280207
542881,606466,b1,110.1,5,7.78981466371613
519096,624512,b2,101.5,24,6.87857081889538
425844,606132,out,66.1,-4,20.5543216235455
605513,571740,out,82.9,-21,25.2415097524914
676840,641658,out,29.1,81,58.0254665827236
502202,596115,out,106.4,-3,-6.59916034672256
453178,641487,b1,100.3,8,12.9580364895124
664074,458015,b4,101.6,27,-25.5183960198591
647336,425877,out,96.4,29,4.24114544120223
592332,606466,out,76.4,41,16.7225640902487
488846,572073,out,80,69,81.3793554975681
500724,592885,out,82.9,-21,29.2594540143002
642558,547989,b1,109.1,10,-7.09870027197599
461829,664056,b3,95.7,30,-24.9890330821069
429722,488726,out,83.5,8,43.3172286842093
607188,444432,out,81.2,47,-31.7015793958483
453343,573135,out,67,-24,-45.3661455593601
605397,450314,b4,100.2,38,40.0784660513406
605525,545358,out,94.8,-20,-7.27263530738757
622491,514917,b4,109.4,29,32.4594911556288
571578,596451,out,85.1,-12,-19.7375402183273
608334,663538,out,92.2,-34,-40.3854101275355
488748,673490,out,76.3,73,-85.8949014868374
624647,669256,out,66.8,-51,-5.1392838049231
608717,622226,b1,98.5,-6,23.9315556949637
456696,622569,out,95.8,64,-31.2482799900365
434628,572761,out,95.3,32,0.975605948128147
448855,425877,out,80,69,57.5884375503331
628317,502481,out,71.2,-24,-7.60195546752289
543294,600869,out,43.7,20,25.9975792245264
448855,606299,out,80,69,-18.9332958490962
502171,605233,out,106.8,12,-22.9937030749702
543294,572761,out,86.3,50,-13.0405967600552
519144,488771,b1,85.3,19,38.5757589876275
607536,519203,out,108.3,8,27.6918943354331
606930,596117,out,91.7,40,-7.60027743256909
502706,623912,b1,103.4,7,-22.8604237350009
624133,663630,out,94.6,-7,-19.78185831606
456501,542583,out,103.5,4,-12.7053425498413
518397,430947,out,82.9,-21,-40.1879768307895
453284,621035,out,104.5,17,5.57157304664705
592145,453943,out,74.1,-37,-15.9192078220027
625643,547982,b1,93.3,-8,36.1315966839678
641154,596105,out,70.5,2,-41.8363414234583
607625,640449,b1,95.5,0,22.9845835038976
645261,666158,b1,78.8,-61,36.5402627332933
596295,576397,out,79.7,51,31.1008068782288
606167,434658,b1,85.3,-1,27.3409487539609
430912,455976,b1,95.8,9,-23.9359692914393
519443,643376,out,87.1,-21,-18.5410913089702
527054,430945,out,96.8,33,10.1128460384032
502042,656775,out,80.9,62,-38.1440870924079
659275,624577,out,99.2,24,18.2315772267056
596112,571970,out,82.9,-21,32.9627976796343
446372,592206,out,72.7,-7,-17.7994202909938
663765,458015,out,101.9,6,40.9761237384685
643354,571788,b1,95,7,-15.2767187665011
543557,543760,out,85.3,24,-28.4468978734241
621121,595978,out,102.6,22,1.66132861881402
642545,553993,out,91.4,2,-49.3104562457081
621111,542364,out,82.8,38,10.6414717345036
642232,593993,out,83.5,-5,-11.0487106618031
592716,572191,b1,103.8,13,-3.81204503647656
425844,608336,out,89.2,5,38.5853981926603
608648,606988,out,82.9,-21,-34.8088014172404
664192,605113,b1,66.7,-57,-32.0811240855604
453268,673451,out,94.5,-1,7.92803247568662
543022,543768,out,75.4,70,-60.2355549275218
543339,600303,out,98.8,10,46.7168417019243
543606,506747,out,74.7,-32,-17.1329067797123
656756,456078,out,73.5,35,16.007531583848
455376,641553,out,95.4,30,1.00288714201263
543408,594824,out,92.3,-13,-2.21772249720966
593372,607732,b2,94.8,30,38.1039505705575
502239,500874,b1,90.3,-17,70.0168934781
489446,453568,b2,83.4,25,36.6656354826422
502043,595281,out,99.1,16,1.28026800191131
605182,502100,b1,73.1,20,-35.081708119856
643493,443558,b2,98.8,17,-6.17151345834149
668678,664056,out,89.6,63,32.2357950355084
606965,134181,b1,102.7,3,34.9989544249643
666200,665742,out,86.9,-14,25.2838615514235
642098,543401,out,80.8,45,-36.5051384489648
643778,467793,b1,95.4,1,18.5614094268369
519151,571602,b1,75.7,-1,4.79576821907171
571656,488771,b1,71.2,24,-6.5473785395251
457915,453172,out,80,69,15.4947439095405
623381,502110,out,94.7,44,5.89164760999284
543017,518960,out,55.5,-21,-21.6685161567179
407793,571830,out,97.5,1,-17.7555129345924
429722,592743,b2,100.2,19,24.949311128339
630023,572039,out,73.5,46,26.6970688685922
643256,621035,out,86.9,33,29.5498879050849
543169,650402,out,80,69,39.3286820798603
622608,444482,out,101.2,1,-5.02816267812511
527055,457759,out,98.1,17,6.518629000924
607625,435559,out,80,69,72.4181720309125
456167,461858,out,91,41,-33.2711081618671
453281,572287,out,80,69,4.7517233378799
518715,572039,b1,102.9,11,20.5166748719649
608334,592206,out,96.9,50,14.8109942855681
605397,669242,b2,100.5,15,7.73719031089985
607352,400121,out,91.6,44,-1.14027583316454
592815,581527,out,104.7,-10,26.9736717278545
448306,593160,out,94.4,55,-6.5540032054122
527055,543685,out,84.6,-6,14.3314476050159
547973,431145,out,90.3,7,-23.8597187494652
605164,571771,out,63.6,9,-32.3086736489056
605540,624585,b1,107.5,5,-10.2290803318764
502154,592444,out,82.9,-21,23.3478217286395
643230,542303,b4,105,23,17.9882176503007
622491,502671,out,78,-9,-39.0266617864082
663776,669256,out,56.1,-76,10.8029034131054
672335,591720,out,85.8,28,12.603192314313
624522,595284,out,94.6,13,34.5534872052119
542881,542583,out,102.7,14,21.8958789465209
543726,572761,out,73.1,1,37.2186180562798
596071,518692,b1,82.8,9,38.3315737700268
663765,642133,out,60.2,-67,-10.9557956232391
519043,542303,out,95.6,49,17.1876010652471
543699,596748,b1,100.3,-4,-5.5765178683314804
434628,643396,b2,99.9,0,-45.8057656282165
518876,614173,b1,84.9,22,36.6886739698889
593140,663757,out,102.9,16,-13.3404815377585
542289,542208,out,87.5,73,-34.1611083660912
607192,435522,out,85.9,40,31.9435313641977
596133,605141,out,91.2,-17,-41.5785131629899
572096,571466,out,39.6,-64,-24.5126978983067
607644,645302,out,78.2,55,-32.5995435295381
641302,544725,out,72.7,15,18.1570496370855
621244,572816,b2,87.2,16,13.3192628884573
453385,601713,out,89.6,26,1.16429147707854
573185,543216,out,68.6,70,16.1127426549793
453562,605119,b2,100.8,15,16.4834079930597
621242,608385,b2,102.1,8,-15.6031545943593
621237,646240,b1,98.8,-19,9.62505136101938
453178,572122,out,105.4,-15,40.2885966296023
622491,624577,out,73.5,-2,-40.9497178272143
669456,596146,b1,95.2,12,-29.956720397329
668665,467055,b1,76.7,5,-6.2460163095215
545333,518792,out,98.3,18,-7.38134297505582
595014,641820,b1,90.3,-17,28.866069802534
621107,663586,b1,63.8,28,-8.04734404019522
543606,641820,out,101.9,-19,-12.5994124540823
502011,608070,out,79.2,46,4.44404739204862
605164,519222,out,81.4,-4,1.29516219583829
501822,592663,b1,91.8,15,-20.3164962030419
502171,670712,out,92.6,6,-37.220157056973
543135,594953,out,88.3,30,10.9146181164264
547888,593643,out,91.2,43,36.8249884073943
605218,570256,out,77.3,-4,19.6116332965957
545333,542255,b1,90.3,10,12.6590103699538
607560,596019,out,85.6,37,-9.94710703076314
660896,444489,out,83.2,61,11.1072397211816
502043,621466,out,52,49,-39.8193879578971
656803,608700,out,101.3,21,2.78614840050394
657571,592567,out,97.7,-17,-22.1120973870688
467008,458015,out,70.4,28,29.3767386330036
608349,592178,out,92.6,78,-88.2376089763395
554430,519346,out,83.2,54,-44.6034042608817
663903,614177,out,99,-28,-2.29061004263853
433587,493329,out,80,69,39.8459520758766
543272,606115,out,75.2,-34,24.8874117109245
544931,656555,out,88.6,36,-47.53910601625
641778,628338,out,76.2,-40,7.03125117838184
641778,543939,out,86,-37,7.57056228585501
642701,527038,out,95.2,23,32.4312701411357
592826,646240,b1,111.4,6,20.9984895403811
488846,435522,out,87.3,50,7.97669714035241
592351,501213,b2,104.8,18,10.3917845371249
656798,621311,out,80,69,-53.2999264938878
656605,600869,b1,88.2,-6,2.24441035376006
453562,621002,out,82.8,-20,-24.7743416650768
571760,592530,b1,103.9,-20,36.1964744158299
579328,621439,out,105.6,11,26.6504699070577
622503,553869,out,94,23,19.5230533520876
456501,457803,out,97.7,7,43.6705716384901
622072,570256,out,87.8,41,49.0102798122673
656981,543281,out,86.6,-4,-26.9031905420276
641745,452254,out,105.5,0,-5.92528708022458
457918,594777,out,60.8,68,-19.5668806050402
676606,683734,b2,105.7,16,14.3720417668803
543101,621493,out,97.9,47,-34.816644611008
643778,571657,b1,100.8,-1,-4.43064645064616
605488,491676,out,81,37,-0.77529948399235
607536,450314,b2,70.7,-38,-50.0337869562
571476,435079,out,65.3,44,22.732509566562
621111,545121,out,69.3,-34,42.478661220717
641838,455117,out,69.7,-40,-23.549274379867
547943,571448,out,64.4,-10,-44.6897177660533
640444,425794,out,59.1,-33,-45.7424896336559
642545,501981,out,78.6,0,-26.6190146925679
641302,544725,out,81.4,-2,-21.258788276227
570666,663586,out,75.9,11,-19.6094630314347
543557,461314,out,75.8,-34,-0.122426692980168
489119,443558,out,103.7,6,33.054957355615
592644,543685,out,81.3,40,33.5332338717272
571510,593871,out,91.6,4,-19.5062940416489
592815,518595,out,72,-31,-34.7023346104356
448802,592696,out,89.9,40,-42.4875348418241
642231,605141,out,93.1,46,44.6876935975945
517008,592387,b1,60.6,-51,-12.2540099144715
457918,664901,out,88.7,9,38.6379833700821
445276,621311,out,70.7,58,17.7603784533738
595014,476704,out,99.8,36,-16.3619455693813
594987,668227,b1,88.1,-46,-11.0532281603001
491646,543510,out,84.9,-1,-38.4498001098339
593372,500871,out,72.7,58,-25.2028952324298
516969,501303,b1,98.5,7,-1.90143301795594
594840,542513,out,88.9,-26,-6.58979554297666
596133,666969,out,57.7,0,-19.8957008015514
608648,544369,b1,102.5,13,35.0060304933266
474029,429665,out,87.2,-9,-27.1209574548442
518617,650490,b3,96.2,14,2.05378851747622
453286,455976,out,97.8,23,-14.1561812041026
543135,544369,b4,102.2,27,34.3373688916816
434671,572233,b1,100.6,6,-30.479491592323
571882,518735,out,96.2,-6,42.5412997103332
593334,434778,out,93.3,34,-8.38219850692396
673633,663757,out,84.5,52,39.8757231761459
445060,489149,out,52,-23,-5.44349736880203
643256,543510,out,85.7,36,1.14645747560961
445926,666198,b1,96.3,6,21.4624234890498
453192,628338,out,81.1,31,-29.6391056966612
453385,457759,b1,90.4,15,-23.6229855923772
572143,663656,out,87.6,63,12.7940551541225
641729,465041,b2,100.2,19,-9.8561510774736
461829,543401,out,82.8,13,25.9266727312261
570240,514888,b1,83.3,-1,-25.8894750942327
502624,543939,out,94.6,32,-32.273269592011
641793,571602,out,80,69,30.3673794047958
685493,669720,out,101,-10,-20.3182129608006
571882,641313,b1,103.3,3,-25.908493781911
622065,572041,out,103.5,17,-27.2493641098063
571670,621311,b3,84.4,10,46.6922923087576
664074,425877,b2,100.5,24,6.19293979340331
543521,453923,out,87.1,-12,-11.3725997078733
607200,542340,out,78.7,54,6.79327839571084
451596,641820,b1,86.8,8,-26.5609245769545
500779,606299,b1,102.5,10,-2.07904538041709
669432,572041,out,108.4,18,-20.7624178388722
502593,430945,b1,81.3,4,9.07371997298154
621242,665155,out,94.7,69,-44.7422029567247
624418,571771,out,53,-78,-37.6613936637637
607352,516770,out,89.9,1,-40.7343379554818
453562,608365,out,68.2,-20,-45.5236023891869
656629,571657,out,86.7,-3,-23.5647592609145
666201,518934,out,90.7,52,16.8552611736774
650633,502110,out,92.2,10,-20.9220626117816
664869,518692,b1,88,12,5.11425738553598
543766,596146,out,99.7,-26,20.7169352163366
592454,543308,out,91.2,34,38.4805447143682
519141,519299,out,81.1,11,-9.30820240732735
650911,518692,out,89.1,-37,29.5216927976773
450203,664761,b1,106.1,9,34.4163957142983
458681,572761,out,93.8,40,-45.7484981020252
607352,608686,out,74.2,-14,-32.3356681567572
668678,543063,b1,93.3,8,33.0259782776593
543507,605612,out,74.1,69,-46.7177162496497
621121,621035,out,89.6,28,-30.2665494845561
605280,543148,b4,102.8,29,-37.543294415799
669456,593160,out,92.5,22,26.887367900257
593334,596748,out,66,-52,-42.3011492386009
608344,518586,b1,65.8,-59,-51.5028753771086
276351,543305,out,103.3,11,-27.0282965122947
606965,592685,b4,102.6,31,40.7853401160854
545333,460086,b1,82.5,4,-28.164894817328
592229,571681,b1,80.8,21,-13.1681725934004
595881,467092,out,83.5,47,40.917442421235
641682,658069,b1,103.5,6,-8.17576128517276
621381,444482,out,82.9,-21,39.7295665313699
592779,462101,out,80.6,2,-23.1545832954123
657228,553882,b4,99.9,30,19.7894673268199
543294,500871,b1,84.9,9,41.4664145175504
543699,607043,out,92.6,63,-9.58028770253042
656427,668804,out,59.2,-32,39.4828640210119
458708,595978,out,65.6,-31,-20.5752838263415
656546,621020,out,81.9,4,-31.3335092075264
453281,641553,out,70.8,-18,17.593944962508
624418,605141,out,80,-45,-47.344659249466
572143,571912,out,89.4,17,1.76535613607161
502043,400121,b1,95.3,-6,-9.08846694930876
605164,641531,b2,103.3,12,-45.6124528338077
664641,546318,out,95.2,3,27.187695924207
596295,542583,out,80.5,70,-13.8059562051299
430935,445988,out,101.8,3,17.3795484137573
607457,514917,out,79.7,32,-34.6543440772202
571578,622534,out,76.1,30,-21.5040106767742
543169,542583,b2,102.3,-2,45.4005405889962
572971,572191,out,82.9,-21,14.8631584862618
601713,607208,out,52.1,-37,-43.7527792298232
572362,435622,out,87,49,30.6630085757481
622491,608070,b3,102,26,15.7732392976687
641712,664023,b2,98.3,23,44.5926265394987
425844,624507,out,102.1,-3,31.6975762795892
608717,542921,b1,106.9,-3,23.5162321346726
621366,664761,out,103.4,39,10.9083202156059
596133,542255,out,74.4,-32,21.344768512545
521655,592450,out,72.5,-41,-26.8826960419961
592170,570482,out,80,69,70.3749417691879
592789,571970,out,74.1,-20,45.6210925267613
592314,467092,out,100.5,-17,23.0730397734178
608337,547379,out,102.5,1,-20.3530404522751
657571,571718,out,101.6,14,2.52255588342679
605400,605131,out,99.9,28,12.2796902952372
592222,663656,out,101.1,29,-43.5536563949
605218,547180,b2,98.4,-12,49.0008917713445
664854,658069,out,82.2,-50,-33.8729885486728
519008,663656,out,90.7,-13,9.84064974478579
502748,598265,b1,81.2,48,-0.113575209691021
607074,572228,out,80.5,26,31.432890578827
502190,624407,out,92.1,-5,-33.4559118952851
519242,453943,out,93,51,10.781764490385
475243,571830,out,58,22,21.5255263544184
488786,596142,out,100.6,-18,-46.7766658434767
664854,621028,out,71.6,85,-24.3482568363378
606930,514888,out,80.6,-38,-20.1604688319891
625643,570256,b1,78.7,26,44.6682663565091
592767,656941,b4,107.6,27,-5.16907105394817
462136,502226,out,95.5,-7,-22.5907045445753
621237,518692,out,77.7,-40,48.5810840872896
608344,663993,b1,79.4,20,-21.3159741961909
622065,640461,out,92,-20,-26.3363747711511
596133,622268,out,76.8,1,35.9840063270779
606983,596748,out,51.5,-34,14.7944810896852
593833,542340,out,78.7,47,-33.3630055520868
527048,592325,b3,101.3,29,-22.9456687254811
543243,598265,out,59,-21,51.4406153210466
608337,572073,out,86.6,-8,-25.1004998406458
621107,645277,b1,95.7,11,-27.1241144375247
571666,664057,b2,103.6,16,35.2478179113695
502171,457727,out,86.4,33,20.0869590064837
572971,455139,b2,106.4,17,10.5454379866893
622072,594988,out,93,35,-18.2054609465988
628452,621446,out,86.4,80,-38.0739265304589
572888,462101,out,71.7,8,20.8515647273689
607200,613564,out,105.2,-1,3.13251687173823
453562,605486,out,97.6,38,-34.0602197763702
641755,452678,out,97.4,35,4.94726336471403
554430,429664,out,81.3,-18,2.32302382104869
608718,592663,out,93.7,-17,-14.1136558846973
677960,663898,out,99.4,-17,-17.7002514185288
571666,543333,b1,89.8,14,28.4183853686283
643377,656252,out,101.6,-15,28.5058592027173
593576,501896,out,82.9,-21,-26.342210057394
650813,592178,out,73.7,4,-2.73680511070036
467008,570256,b2,90.1,18,45.9001477872536
458676,663697,b1,100.3,0,-34.2121060031468
593334,656811,out,97,-5,26.1273691234101
642203,542881,b1,25.4,62,-57.2581476403178
543056,455139,b4,104.1,31,-23.0732501496967
597113,571506,out,86,-14,32.9047029927268
543278,521692,out,96.2,53,-32.9651800990093
282332,571918,out,78.8,-31,-8.90027555371511
571710,595281,out,84.8,-10,23.4614326893629
605347,571506,out,100.8,-13,32.7090946612439
542585,593934,b1,81.2,6,-34.4693061700328
656793,595281,out,92,-24,15.6454406173254
543734,460075,out,95.9,3,-36.1691969131113
519344,664023,b1,93.4,16,22.947875607033
488768,519058,b1,89.8,14,35.5496091304308
592222,657041,out,96.3,-22,-15.1946283704758
656427,596019,out,95.5,-12,45.1391346937593
641835,408045,b2,101.2,14,-21.1779117148834
592314,621446,b1,100.2,-3,27.8049594240634
656288,657656,out,69.5,-28,-15.891595659491
543294,673451,b1,92.3,10,35.9712655494068
473879,622168,out,82.1,6,21.3252268449141
517008,596748,out,101.1,19,6.76697331093464
607237,665742,out,100.5,-26,14.895249117793
656222,543376,b1,60.8,35,1.02603961320079
664129,624641,out,84.7,-46,-36.0187163786165
647336,592206,out,99.6,-7,-26.8381503145428
595928,664761,out,106.4,9,-17.7485098135135
663423,595956,b2,95.7,2,-47.3674460557912
592130,622666,b1,103.6,3,-16.0760568875136
518693,669289,b1,81.9,19,-20.2647947924065
622491,460075,out,85.1,-23,-40.1275805434127
476451,446381,out,84.1,31,-0.646117982325205
605400,663697,out,70.8,-2,-39.8649231115658
592426,493316,b4,107,26,-11.0053699999037
624586,592696,b1,89.1,11,-39.8982139212043
592662,592122,b4,111.1,34,-7.10146527286643
622072,500871,out,80.1,52,-11.2328767524506
594798,594807,b2,97.2,28,-12.9781546084863
664285,624414,b1,75.6,-41,-10.3478613101689
503449,457708,out,59.8,86,-13.870252163506
425844,641313,out,102.1,-14,-26.7263537652103
571510,641820,out,100.5,-6,-43.5560372744661
665645,518595,out,84.1,7,27.6300453656747
605195,605113,out,93.3,-20,-14.4756323819393
624586,514917,b1,101.5,3,8.75162181121258
434378,593528,b1,102.3,11,29.0751784023821
605151,467827,b1,98.5,9,-4.77772014231656
543001,608324,b1,96.9,8,-4.67083880896104
430935,455117,out,49.4,-34,-36.9263943815257
474463,547379,out,72.8,-7,-7.42236446504472
642545,462101,b1,82.8,-12,26.0284961826853
518516,444482,out,100.1,17,-34.0766579978773
592547,592859,b1,80.4,22,-14.1244651215652
457915,641531,b1,102,8,-30.4599374785981
453562,605137,out,65.1,-29,32.8006943080915
543606,664913,out,90.3,20,-25.4673947900617
444857,542340,b1,81.1,-2,7.57310960463345
518516,657656,b1,91.5,-4,-23.3889353025309
605525,456488,out,71.6,11,-9.85449811398029
607215,516416,out,80.4,82,-60.6410094215738
605397,606466,out,87.9,-10,13.4300740789376
642547,624428,out,83.7,57,-45.431484878265
606424,664850,out,96.3,-6,44.908091545766
453286,624428,out,86.1,40,-9.94300795941258
593974,433217,out,50.7,-30,7.36609610970523
435043,521692,b1,102.1,-11,35.6105529906788
458708,571740,b1,79.4,9,6.29413576398708
552640,542921,out,68,2,-3.45661917204199
571871,650391,b4,107.8,26,-12.1516796277252
502706,640461,b1,106.8,11,11.3115488984263
501925,641313,b2,81.5,20,-44.3769621620879
500779,543308,out,86.7,9,8.81028962932259
593144,475582,b1,67.1,29,40.9480529257351
452657,622663,out,97.3,39,-18.3386489267301
656876,591971,out,69.7,-13,41.6135652116994
607644,643446,b1,97.5,13,-11.9144227709109
445213,642708,b1,55.3,-58,-3.74539547909514
663474,605612,out,91.2,39,-24.5019559601109
475115,640457,out,87.5,-20,44.5911685527295
543135,458731,b2,89.1,23,-42.6272035022356
489446,605412,out,69,52,0.0855798908203833
622491,623520,b1,90.3,-17,-1.19144162319887
570666,641598,b4,100.7,28,-44.7283635693857
621107,467827,out,66.7,-10,44.3917125323449
461833,573135,out,82.9,-21,-34.6215818226471
607536,573131,b4,102.1,22,-39.101199910807
622491,668804,out,71.7,44,18.6410694554924
592761,621028,out,68.2,68,1.58716716665173
458676,502671,b1,98.6,11,12.4646590247537
608566,592273,out,103.7,7,36.4265352346095
592826,592518,out,82.7,53,-12.5945892870371
502381,476704,out,79.1,26,24.5782771970256
621107,467827,b1,102.4,0,-2.4904180643053
516969,642336,out,87.8,-30,20.6833386566094
605513,673451,out,75.8,-16,21.5098103751252
596295,660670,out,82.1,6,-40.9951348332574
647336,669257,out,86.8,-23,-32.5810054959549
445060,628338,out,36.3,-13,-30.3572929998279
477132,444482,out,48.7,-62,78.5841604755928
544727,664057,b1,89,-12,28.6911379583018
641941,453568,out,93,62,10.1404343388465
489334,608566,b1,69.3,25,3.68575842266604
446321,592626,out,69.3,-2,-3.04003891539354
621219,606115,out,89.6,-4,-27.2138221894879
519141,592518,out,111.3,13,-0.190710718539154
608718,500779,b1,95.8,7,40.2631192259676
664299,628451,out,73.7,84,-43.702958674873
543766,594694,out,101.6,-15,-13.6572615517311
594694,518692,b2,81.9,10,-44.7829890595513
622491,475582,out,94.6,-12,-27.349108696414
517414,543281,out,82.9,-21,-20.8389229560382
657044,452678,out,76.1,-22,26.5102401802332
573186,547004,out,99.1,-7,29.2267130976942
594798,518735,b1,106.8,10,22.7108309379286
434628,493329,out,97.4,-6,17.4699713538631
579328,641432,b1,103.6,-5,27.2125082096932
554340,434158,b4,99.4,40,35.2531345723804
657277,605137,out,97.8,62,-18.7634396133613
487675,518960,b1,104.4,5,13.6973329216905
605540,455976,out,76.8,-37,33.7894601771514
621111,542340,b1,101.1,-16,24.7116591041624
608638,656305,out,86.7,50,11.193678515639
467100,656669,b1,96.4,14,32.8395250476734
543475,460075,out,93.8,-10,-39.8325770195229
571710,543510,b1,80.2,21,-23.2607799675473
571710,592743,b2,91.7,17,15.2389967803166
543557,488818,out,72.3,6,24.7819499657946
606149,452678,out,92,-11,17.6509764425582
489119,666185,b1,95,11,20.9703683690676
595881,608385,b1,99.3,5,20.8614796473418
642232,607208,out,66,60,46.1455054898241
607215,593871,out,77,32,-6.12331306905044
452657,605119,b1,86,15,3.5864660156747
605164,594828,out,86,23,-0.467275955340147
622491,649966,b1,89.7,19,10.8778604414737
607231,571771,out,96.9,-17,-20.5053015736284
572971,443558,out,98.7,29,8.71344624190263
621242,542255,out,91,45,-27.8916021104642
547943,606115,out,101.2,8,22.1477822580155
594835,405395,out,102.1,17,15.8635205080787
553878,542303,out,98.8,-15,44.8032504009049
592169,621458,out,101.2,16,-24.8956686684809
608032,606466,b2,79.7,23,-43.9932254766942
645261,543685,out,75.3,41,-0.837725150326579
656232,572122,out,69.2,-54,48.7667061836213
488768,543699,out,79,-26,-21.2433513595802
605242,664023,out,111.9,16,30.3011021294709
543045,134181,b1,86.7,-6,33.6007273125902
614179,592743,out,73.7,66,41.5553206429413
596043,641553,b1,99.6,-5,-13.8301740805582
594987,666971,out,90,-43,-27.0636757084388
457918,519023,out,80.7,-33,-19.7664550374986
594902,608325,out,67.4,12,-46.0080886314509
607231,669257,b2,98.7,19,-46.4695374172947
593423,518626,b1,89.7,16,-38.6284548610316
593833,664023,b4,103.1,39,-13.2245511922135
571476,476883,out,64.2,56,-24.7552476238304
640470,543333,out,100.6,33,-4.20458613121627
605347,644374,out,40.2,-24,-43.1266356305292
670950,621020,out,66.2,-48,-40.965072483869
425844,500871,out,48.7,43,-25.0568246172139
592717,641820,out,106.5,18,24.4764392140698
676709,663656,b2,99.6,27,-13.3256824711247
643327,664056,out,92.6,-19,-24.6296670837098
545332,461314,out,99.8,-21,20.6057308086724
468504,571448,b1,62.8,30,-33.0585517884439
621389,608384,out,75.5,-33,29.2015755346206
661403,514888,b4,103.9,29,23.6307209947729
605155,518934,b1,100.2,12,-23.936531550969
596720,571976,out,82.9,-21,-31.2525168356276
605276,545341,out,69.7,-18,-19.0506193429065
643338,607680,out,101.7,15,2.82320001258331
489119,518595,out,83.3,38,45.7993311798931
521655,649557,out,98.2,43,-9.88742792405505
542953,624585,b4,105.2,28,-36.906821285231
622663,596019,out,54.7,19,42.6317468718143
519144,452678,out,85.9,-54,5.3734942569304
407793,435522,out,84,34,-34.1555612474864
519141,516416,out,91.1,18,20.5155535093542
595928,435079,out,76,50,23.5481886440045
518774,570731,out,98.4,38,-14.6476917784159
650671,607461,out,74.9,54,39.5421380010107
641927,518735,out,108.2,15,3.17772440573736
434378,474832,out,89.2,39,-54.0193224313817
452657,502285,out,90,-32,13.429116269971
666120,606192,out,104.9,18,-1.32303857368013
444857,448605,b1,102.8,0,-15.0240943246006
533167,595281,b1,85.3,16,25.2378674700361
622663,450314,out,96.8,18,0.746242949528202
541640,666135,b4,101.6,32,13.4564553786174
554430,456488,out,64.3,-27,-12.6233863282874
630023,493329,out,80,69,-27.0629642062201
571945,624424,out,79.2,48,-12.8611740925994
606149,664023,b4,96.6,27,36.9522712669316
543699,592663,b1,89.5,17,19.5508352858402
