pitcher,batter,events,launch_speed,launch_angle,spray_angle
641341,622534,out,100.9,-16,-32.9906221640274
571510,500871,out,88.5,37,31.2937216673593
518715,592192,b3,100,25,-4.12404372668108
453343,519346,b1,100.9,1,-17.3231081474727
642558,547989,out,100.5,-12,-33.4109953099476
547943,460077,out,75.7,4,26.2406223139103
543746,571918,out,109.4,-9,72.7185016281834
605498,572287,out,89.2,45,-24.5460145406572
453172,571431,b1,102.3,-1,20.2831558660775
453329,621111,b1,87.3,12,46.3782391593178
445276,541650,out,90.3,22,-31.4896360965656
573124,596019,out,82.9,-21,33.0547344279223
572193,656775,out,95,-20,28.6740128928777
623913,600303,b1,73.9,23,24.2173411452861
594835,456078,out,99,19,-23.1478976357038
453385,285079,out,77.1,-27,-46.1277240258588
605135,664034,out,82.8,28,5.9173055289669
605288,628450,out,91.5,-6,11.7801434354491
605164,572039,out,79,47,17.7460902061114
501985,600869,b1,72.5,35,9.85132734280807
434671,459964,b1,71.7,31,-11.1772678831956
542914,571970,out,82.9,-21,47.5308620565236
665795,518595,out,85.9,66,57.6133296569169
542947,592122,b2,101.3,16,41.5899653354938
605400,500135,b1,100.8,5,5.65813135273725
605525,592261,out,103.3,7,20.1808170689715
430935,452655,out,94.2,17,-31.7441932722236
571656,457803,out,92,32,12.2087483621086
458924,595375,out,79.1,-23,21.4836789947354
592773,600474,out,85.5,3,37.2146305539553
518886,543877,b2,102.6,20,-5.88016252588261
519008,429664,out,82.9,-21,35.203545868524
605397,657557,out,67.8,-9,-12.8750015596125
518489,670032,out,82.5,25,-14.8023840253531
608665,650859,out,83.2,-2,-21.0590111855868
467100,670541,out,110.5,2,38.7187973473297
592390,572761,b2,100.3,24,-15.7644139117659
656954,519048,out,66.7,59,-58.6003240964165
448281,596115,out,59.3,57,62.6281864464676
502188,571448,out,102.2,18,0.853901123849276
502748,408045,b1,94.7,8,-22.0493038875523
453281,664058,out,95,-3,-16.8805559302627
554431,516782,out,88.4,42,-5.73833188748714
451596,605141,out,94.4,55,34.7782345700367
552640,656305,out,92.3,-30,-48.1528475274406
506433,543228,out,80,69,22.4517168250138
572044,408314,out,58.3,-45,36.8095651519834
663978,608324,b1,76.9,48,41.467914781151
434538,518735,out,98.3,32,20.9703792987052
596295,595751,b1,109,9,-3.43200962855481
642701,666176,b1,107.6,4,-24.4677125314446
489265,641786,out,71,43,30.9310913969986
112526,457759,b1,79.4,25,-40.3831031860514
663978,544369,b4,105.8,22,36.4749661564767
656061,408234,out,98.2,-20,-12.6213536561172
593679,467793,b1,93.5,14,-14.4709718919284
433586,660162,out,99.8,43,-3.0001006514922
657093,570731,out,110.8,-4,-15.964637199675
669302,571771,out,71.3,-38,43.5679038158354
656876,680776,out,92.4,29,-17.4140769744883
554430,572365,out,79.9,34,23.2571152936138
607644,606466,b1,102.9,8,-36.0485833645777
543054,519299,b1,91.9,-3,29.5451126610218
660761,670541,out,101.9,-2,36.5613656488748
518876,547172,out,85.1,-2,11.7151865697435
548389,650490,out,73.7,73,-18.7389613652207
659275,649557,out,104.4,14,-14.8666080667751
612434,521692,out,75.9,45,11.6051786990658
608335,570267,out,90.2,29,43.8727358211344
675916,553902,out,69.9,66,36.1105058056323
450729,503556,out,71.7,-17,24.3433822721856
502043,500871,b1,102.2,0,2.27802727230082
664045,669289,b1,45.9,-36,-28.7344901971067
663474,645801,out,87.6,73,25.2459735615695
605182,444876,out,58,11,43.0127483676309
622491,665926,out,101,39,-5.63586505281104
663855,571740,out,87,1,43.5966727637572
605498,664199,out,80.9,45,0.245903123270702
658305,621020,out,73.5,38,-2.81776119897006
664285,643418,b2,90.2,7,-49.0730813186449
661255,614177,out,72.2,-10,-12.0709955285704
594965,661388,out,77.4,45,46.6199953426148
547943,571448,b1,92.3,18,13.2514476833863
592170,467793,out,80,69,-61.1794124788116
607219,645277,out,50.2,-20,-25.813879408715
543779,543063,out,79.8,39,-27.9733405387373
607374,641313,out,88.2,-26,-20.6315954693393
640455,595981,out,92.7,60,2.98885382552564
664199,663993,b1,91.3,9,37.2184766246383
593423,453568,out,100.1,-10,16.1807035290469
543037,134181,out,101.6,-7,-20.1860041086759
571951,518618,b2,93.8,33,-31.7601444376242
605288,660670,b1,101.7,1,-9.34766630801611
621385,596019,b2,113.1,8,-39.4340377678005
518516,592518,out,98.3,-7,-19.6100274587608
642840,649557,b1,108.9,4,-33.970103319152
502154,607680,out,45.2,-22,-25.6761657308489
592135,543685,out,81.8,-9,-7.49670440458641
543883,514888,out,63.1,10,41.4501307065786
516969,592206,out,77.3,-19,-26.5145851482792
445060,461235,out,81.6,52,-33.7059794838892
605400,444489,out,77.4,57,-46.6617782606728
676606,668942,b1,93.8,-14,32.5362341895026
605513,593160,out,75.3,-3,26.8429255475282
276520,460026,out,87.1,38,26.5308447456118
657053,588751,out,85.6,47,6.1355403327813
543294,649966,b1,91.6,20,-42.986033218257
669952,656548,out,73.1,81,-80.3535322108705
500779,606115,b1,100.3,12,13.8756815468365
605540,553993,out,60.5,7,-31.7166445195942
433587,573135,out,80,69,8.94577551344268
502026,614177,b4,109.6,23,10.7264746579651
448306,519058,b2,87.4,19,44.6641088718904
607625,665489,out,110.4,-3,-10.8123602452114
660761,456078,out,76.7,-39,-28.476700647815
554340,658069,out,72.1,79,-1.76733148621594
605254,502100,b4,100.8,38,37.1158908942895
642207,621028,out,89.4,-12,-42.625244730317696
669060,666182,out,91.1,28,-25.8523039080553
571800,609280,out,93,57,14.760629072169
607200,542583,out,94.1,25,-28.7111735006534
676840,605131,out,99,-33,-25.188744633973
502239,592206,b1,78.3,9,-4.05237407555993
660546,506702,out,91.7,32,-13.7495687284217
461872,592273,b1,97.9,12,19.2859080512997
543001,516782,b4,106.3,34,-35.6414686826672
502032,520471,out,51.8,-71,-4.8990924537878
519096,573627,out,82.9,-21,10.4873487769101
605182,502226,out,74.1,3,-26.8435217888336
456713,571745,out,96.9,10,9.30583376016352
664285,650968,out,77.9,-42,-12.1063674999829
591693,543281,out,50,-27,-37.3244447282478
489334,593934,out,75.6,27,24.6030300035604
592761,572821,b2,101.5,27,11.6209917255228
502188,435622,out,99.3,4,33.828889627599
608717,669222,b2,102.1,11,18.8540277591852
543208,595281,out,92.1,42,40.8911696326424
592351,592387,out,105.3,-2,-36.0469240436377
112526,501303,out,98.8,36,3.02370224811264
596057,641553,out,80.1,40,34.5300951927911
501625,455976,out,101.2,16,9.71111005472187
605397,676801,out,93.2,-2,-40.8141462598474
643290,621028,out,82.9,-21,-0.387127754150965
643377,643217,b4,100.1,37,45.421897660077
670950,543228,out,101.3,20,-32.0953494829747
607219,453568,b1,100.3,11,28.4707254998385
488748,660162,out,79.5,36,44.045478138755
572020,459964,b1,102,5,-20.6041399447686
605156,605141,out,98.5,-1,-45.4745247473877
608331,596748,out,99.8,-23,-11.7042551565503
592332,646240,b1,98.9,17,37.2379114078829
593969,407812,b4,103.7,24,7.92849880128589
664337,546318,b1,105.3,22,13.1533127249238
572070,514888,b1,89.4,12,-26.2167528564192
517593,572816,out,89.5,39,-43.3982386375772
605540,669242,out,84.8,58,-19.2439375998163
521230,641343,out,68.2,-19,-39.9753607455602
519144,593160,out,90.4,65,36.8106584592381
670056,658069,out,63,63,38.9742819646987
641835,650402,out,69.6,-14,-20.5399187375547
650644,592567,out,90.6,4,47.4693604549377
606149,543939,out,93.7,44,25.6477139604114
621111,453568,out,85.6,-22,25.8692539379565
527048,642715,out,93.2,47,11.1884918345254
592279,592663,out,59.4,-32,-28.5846444592657
476451,543829,b2,74.4,-6,48.7119254762313
458681,608061,out,91.2,19,7.28506312487859
554430,518692,out,95.5,41,-4.41185726861712
523260,459431,out,92.2,4,24.4510233882903
434672,543063,out,82.9,-21,44.8785740671689
502522,471865,b2,66.4,22,40.8026407241938
641778,453568,out,76.3,4,32.7209425213364
641771,518626,b4,110.7,28,-29.9619713645255
459429,642086,out,83.9,-2,-3.43015733379877
596112,543829,b1,89,-17,31.6706226094298
668820,642133,b1,102.8,12,27.9255182663561
592779,571506,out,73.4,49,55.6724881224893
570632,543685,b1,100.7,10,-34.3138525975022
450729,458731,out,80,69,71.5650511770781
521230,592885,out,95.9,38,-21.3101331919037
502190,457763,out,83,-11,-19.6816642324943
502032,543760,out,71.1,14,22.29667806947
608337,571448,b2,103.3,15,-42.3403451312956
628333,518934,b1,73.3,26,12.0038728590385
643338,543877,out,88.2,22,20.3442394078087
453265,467793,b4,108.5,27,-22.1528614019529
571666,430832,out,80,69,-34.1611537159313
605255,656669,out,103.1,-12,41.5592679310177
598287,621566,out,102.5,21,34.691178561651
456701,596146,b2,102.9,8,16.3167435080162
502706,624428,out,84.5,36,-31.9671412395225
543475,502210,out,79.8,55,-27.4692050796934
500872,444482,out,80,69,9.86739406180844
543037,572287,out,104.9,-9,-9.66801606230947
642130,596115,out,82.3,26,8.63028737497501
607352,621020,out,94.2,49,11.4711520002647
664353,620443,out,71.1,-8,-48.5963112081714
592426,571788,out,90.8,46,-10.2752538472494
543548,503556,b4,106.3,38,-40.2145343271594
641401,527038,b4,100.7,38,-31.1316967824766
548389,488671,out,97.9,-10,34.9913435513444
621111,656541,out,94.6,-1,12.6255204840887
450172,429664,b1,112.7,2,22.9129868695481
663903,660162,out,71.6,-6,-9.18612616015352
519096,643217,out,104.1,-4,32.808957104996
434671,543877,out,85.6,-24,-40.559919219667
518445,429666,out,97,2,4.52799234018183
640455,628451,out,100.3,20,-7.51641361142161
543037,547989,b1,94.6,9,20.3973526551534
656876,592663,out,99.5,34,15.8982961581726
543022,592206,out,100.3,32,16.0782892920073
519455,643217,b2,86,58,-45.4190750660749
607536,444482,b1,73.9,11,3.28649920473507
657141,518595,out,77.9,31,-19.0690264245883
453562,448602,out,80,69,-44.1388223323316
518875,656669,out,60.7,-38,-28.0367946226862
641582,543685,out,89.3,33,44.5660023958421
543278,643217,out,82.9,-21,6.97619647704478
542888,621563,out,90,-21,39.9649153205433
456068,570481,out,99,-19,9.34516639819876
601713,457763,out,91.3,29,-22.8670405436212
656546,608369,out,101.5,22,-9.43482957224473
608331,593871,out,66.1,-18,-33.0069609810972
664641,543228,out,95.1,38,-17.3801455007476
467100,553988,out,79.2,-13,-30.6113884068676
554430,543022,out,90.3,-54,33.6082034737943
605288,668804,out,74.8,13,17.2316574143494
607352,467793,b4,102.3,31,-19.4950963131172
502202,491676,out,84.4,-11,-37.312622009488
433589,448801,b1,96.3,3,16.5819271686253
641816,546990,out,90.1,41,7.85887102827774
643230,592669,b2,104.1,19,-35.4215944177682
542432,546991,out,88.4,27,15.5122619343155
623433,596059,b4,102.6,22,44.9129685031192
571951,622046,b2,98.2,6,-44.3601306749121
543022,642708,b3,60,-36,-46.1595262193969
592130,434670,b2,104.5,12,17.6803062209373
621121,644374,b1,82.5,21,18.6755736404495
594987,457727,out,82.9,-21,53.2694462259364
607536,518934,b1,82.3,18,23.5919406362136
606131,542979,out,91.5,-17,-20.5517177437977
608032,624428,out,82.6,-24,20.1337370454358
502190,544725,out,72.5,38,-20.3394565672474
519008,596103,b1,93.3,16,-33.7527414923825
527048,602922,out,88,37,46.960060239268
493603,666182,out,88.3,-14,12.6074945212276
448179,669374,b1,69,37,4.77055979978614
502171,665489,b1,96.9,16,6.77866994483142
467008,543776,out,86.7,3,-8.3678560553088
607352,500874,b4,103.5,28,28.7790356105339
663460,641313,out,61.3,27,-19.4149663594595
666205,643265,b1,101.1,16,-39.2656720753273
608032,605113,out,97.7,-15,14.6119577453932
543193,624577,out,80,69,-36.8598223341242
643290,571740,out,75.8,42,6.30951401574508
664641,475253,out,73.4,34,13.4680770513218
571476,543068,out,99.4,3,-21.4993766133162
429719,475174,out,75.4,62,-11.3036126219045
621107,642708,b2,81.5,16,-36.9347439414362
448178,543807,out,81.6,7,-20.3356165699373
592644,642136,out,75.8,24,-24.9866981725352
501789,475174,out,61.8,-18,42.2573200309811
518516,570256,out,93.2,31,3.43812470564479
592866,542255,b1,84.4,18,-36.3777010884091
453281,657557,b1,107,12,-13.4990309507858
594987,458731,out,80,69,42.3644962387868
592866,570560,out,80.9,3,-6.75953904139769
572955,628450,b1,100.4,6,-10.0394125950299
657277,656541,out,89.3,-17,15.6557269222142
596035,666971,out,95.7,-19,-26.3750948750863
641154,576397,out,92.3,42,18.5372445963769
595014,595879,b1,73.3,17,-6.92368704231516
621348,547180,b1,70.9,-8,-8.41076522935701
641438,545341,out,80,69,62.7891640100931
605156,641820,out,101.5,-11,-30.2607761093379
642545,543807,out,76.6,28,-5.36527074531027
621237,547379,b1,90.3,-17,-31.6257832707325
668676,547989,out,108.1,2,-15.776665092359
456068,643217,b2,100.7,21,13.213771097359
456034,595751,out,77.9,26,1.84645928939595
573204,663886,out,94.8,7,-18.1850523342843
642121,545341,b1,87.9,3,-6.21516504127867
489334,608385,out,95.5,-5,-7.99774381100077
570632,514917,out,61,-58,31.0081116844384
608331,542340,b1,72.5,6,-27.8088516883089
501817,459964,out,87.3,-5,60.9453959009227
490063,605486,out,36.9,82,-21.1683673405224
542947,596105,out,80.5,-30,19.8743609963015
605397,500874,out,76.9,38,14.5373528131105
458681,547172,out,18.4,-79,-20.0260890941167
641793,641658,out,79.8,45,46.1992049792302
592332,518792,out,82.1,-22,39.2669076006256
502239,594777,out,62.8,-23,23.520053280574
615698,668227,out,74,68,-6.74801386410634
519242,475253,b1,68.5,37,27.2499322923214
672335,500871,b2,98.3,32,-16.7118690842145
445276,452254,out,88.2,-24,-2.90224425727949
573186,609280,b1,109,0,29.464648529799
501985,643269,out,88.5,42,14.4055760412874
445926,608703,out,100.8,4,19.356714327398
601713,572073,b2,96.3,15,16.3425596138687
573186,430832,out,86.3,54,39.9373004371545
571901,605421,b1,96.1,10,39.0291314745628
502043,656775,out,97.6,-5,28.9479437452955
547888,621006,out,68.8,-17,-21.1951006150027
476589,596847,b1,108.4,9,38.8256434180313
570632,465753,out,104.7,-4,18.1937257309373
592791,445988,out,85.7,38,22.0724548465097
445213,492841,out,84.7,7,35.4386839182909
592705,592743,out,88.6,54,-7.48503895037334
607259,519306,out,82.9,-21,-38.2595803524594
429722,466320,b2,93.9,32,-17.5536168412913
527055,516770,out,96.4,25,-23.504763834681
542882,656811,out,88,44,-44.3640566194066
606424,500208,out,97,22,-16.5105646805346
605388,425877,b1,77.5,20,21.9978364234944
462136,641820,b1,90.3,-17,-24.6968275753815
656546,621035,b2,100.6,24,-8.26198486143677
596001,621514,out,99.1,33,2.21992843468389
547943,519203,out,78.7,12,-9.10460086540218
282332,641820,out,61.9,7,-20.6326421029592
656427,543768,b1,95.4,14,10.7897615247483
542881,572233,b2,101.3,24,14.4594167915141
621129,493329,out,91.5,-36,-14.7161028900673
592130,593528,out,80,69,65.3402158304278
528748,595777,out,91.7,37,-36.938135546306
571760,502210,out,100.2,-11,26.4024115260786
628711,435062,out,82.9,-21,-35.8984742110858
605200,467827,out,64.1,-23,19.9813920717964
622772,592663,out,84.8,-25,-11.3025915670119
664299,621453,b1,72,23,12.3489446310117
663559,622694,out,84.8,3,-7.41214770924958
543101,669456,out,91.4,-48,25.668752274814
663460,621566,b4,107.4,25,28.8779876932578
645261,543105,out,85.2,-34,-16.9478334177795
592773,476704,out,80,69,-87.576409049411
594798,605412,b1,87,10,-19.5592238439417
621244,460576,b2,93.6,-2,-39.8620115630347
425844,641531,out,80.1,2,-18.3372745576474
605218,595751,out,98.2,19,8.23538711564608
475479,542454,out,87.7,29,21.8322012498864
493603,664913,out,89.5,2,-11.6263615966926
502188,641856,out,83.2,-28,37.7471628268673
543883,594807,out,107.5,47,-32.2680220363434
656354,543939,out,64.5,51,-28.1715567665858
628317,641857,b2,100,11,41.4797190517904
571945,595375,b3,102.4,-1,46.4946523908643
501381,543294,out,94.3,-15,23.6303097178961
642545,571448,out,100.3,4,3.73139699916043
544727,461314,out,74.6,-12,48.1263326755479
605400,605119,b1,80,10,2.49134742871488
623381,467793,b1,103.2,6,-7.73624026468062
608344,571745,out,64.9,45,7.13948010983146
656302,600869,b1,75.7,15,40.9121273918633
601713,608566,out,87.2,-10,-17.1218084820045
544931,660670,b1,109.9,10,-22.4062631797566
643327,622534,out,71.9,74,71.0511336831011
640462,570731,out,107.3,-37,12.4203383974664
592102,521692,out,85.2,37,-45.0832095797973
572193,596059,out,80,69,89.6224681655585
434628,475174,b4,102.2,28,-17.1970936319346
591693,455755,out,94.2,18,-9.2982083039349
605452,542340,out,89.2,29,9.03758154722271
543391,624424,out,89,54,-33.451381993409
453562,543376,out,98.3,5,-33.2019402880503
450203,621566,out,105.1,15,25.8073030402541
625643,642727,b1,92.8,11,9.71968285496727
542882,663624,b2,90.2,35,-40.6132741730065
641386,545358,out,68.5,-24,-23.2317771029543
573124,650489,b2,71.2,22,43.2635582065712
661403,553902,out,81.8,-2,5.98699385050562
572362,605131,b1,87.8,2,-31.2658829213612
542953,457727,out,90.3,32,42.3765986392904
434538,592387,out,73.6,54,40.4050769891105
461325,592743,out,75.6,81,-82.9655213046082
656427,553993,out,92.9,2,-8.33168534020166
571656,606192,out,80,-7,-42.6844083514055
607536,429664,b1,107.7,6,-1.19457114995305
650382,519048,out,105.6,4,20.6480569913177
605177,643565,b2,101.1,16,-41.8231806144549
622608,457759,out,70.8,-31,-41.6935100136625
456167,459964,out,69.5,-52,-54.9897016929015
594798,543685,out,81.4,4,-24.3707461346203
488768,514917,b4,90.9,27,41.2851944032591
621107,592669,out,74.4,-24,-8.84284879870694
573186,446334,out,82.9,-21,-42.5517902783908
592811,607387,out,104,12,-6.81290554518559
592741,572122,b1,101.9,8,32.1532007134827
660761,596146,out,90.4,-5,38.6007675129518
677976,641680,out,74.2,66,-55.145398988403
547943,656308,b1,102.4,-6,29.7593349439809
642092,656541,out,96.8,-5,-5.61001068786224
592222,572287,b2,98.5,16,-41.4073102938688
457918,668804,out,108.3,-1,-18.2004734036316
506433,608422,out,101.9,-13,14.4274260797686
450306,575929,out,87.9,43,42.9497140292557
608648,664901,out,96.7,-2,-17.7135978792408
572971,500743,out,80.1,-37,0.754841430784695
664285,664901,b1,85,18,19.74633183571
592332,572821,out,93,35,38.3442014022099
571927,467793,b4,103,20,-27.6305150890159
607215,571602,out,100.5,40,-15.2498943227027
656945,543807,b1,100.4,17,16.3110507805842
624427,592444,out,92.2,-13,-39.3951315171021
543475,605137,out,81.1,40,-43.3159876446154
543169,572816,b3,93.1,12,44.6213434364847
621389,594807,out,99.8,45,-9.8667345095326109
622554,621311,b1,96.1,15,-14.4414506656295
605400,570731,out,82.9,-21,43.4853203219876
594835,455117,out,88.4,29,25.1032598090468
472610,542513,out,92.3,-22,6.78924692125982
456034,572365,out,82.9,-21,4.70383103641773
667498,452678,b1,76.1,22,44.284221650168
641871,669256,out,91,65,-13.2021844946954
592340,543510,b1,89.4,19,-10.8036994286955
608566,503556,out,90.9,-24,21.1380537510607
502042,593871,b1,88.9,-1,3.57389508032424
543359,543257,out,94.7,-17,-16.3908522308041
488768,596142,out,91.4,42,-25.1242394369616
670950,592518,out,89.2,39,-32.6929576976315
468504,593495,out,80,69,-18.1570784347754
572971,668731,out,92.6,-42,34.7428296042619
605200,571448,b2,96.5,3,-48.9471356286766
434672,502143,out,82.9,-21,38.2505910748771
664129,669242,b1,86.8,16,-21.7991947715421
592773,435522,b4,103.4,27,2.68617439684851
548389,457705,out,98.3,36,12.1997035478891
545333,500871,out,83.3,76,-65.2226954481079
434622,466320,b1,103.1,-3,1.76032294752851
518489,448801,b1,88.6,21,-10.161212994723
434672,592518,out,82.9,-21,-36.0319034119374
596112,592518,b2,91.3,37,-37.7962329089654
523260,606466,out,89.4,-17,3.56752163359006
657624,641856,b4,108.8,26,32.2194418363377
656849,542340,out,102.5,48,2.8401301996625
453562,467092,out,90.4,-21,13.000905602309
592791,547989,b2,103.9,16,-36.5808409487372
601713,592626,out,84.5,-40,37.2498414703402
606625,474568,b1,71.6,12,-32.0332135784573
641729,429665,out,92.3,51,21.1585734055627
606965,620439,out,96.9,-7,-0.32133724894767
594835,596059,out,91.2,51,29.0887780251218
430935,592696,out,90.7,36,-2.44605017439895
434671,553993,out,94.8,33,32.0864625098324
571666,594777,b2,110.1,18,20.3547927615814
547179,571875,out,104.9,-3,47.0418463858661
533167,452104,out,80,69,-57.1948674632074
683232,591720,b1,33.8,16,-6.445779425785
450212,546991,out,58,38,29.4007954293699
641149,595879,out,107.8,-9,-22.8834676366261
453286,593428,b1,89.3,6,-34.0369911928546
592811,425783,out,103.3,-5,-24.5025084339893
544931,572041,out,103.3,28,12.513129814343
663556,608700,out,87.6,35,29.9501952462085
445213,448801,out,85.3,45,-42.681269404277
622491,607054,b2,99.7,23,-21.1516238576876
457915,518692,out,92.4,34,-3.75147670845657
669424,641343,out,96.3,55,30.4335493903743
605280,519058,b1,97,12,5.56007295963624
656945,543068,b1,113.2,7,-15.1660926873388
606996,621020,b1,72.3,27,10.8893271726786
622382,543228,out,86.1,41,21.6616469156205
592826,493596,out,41.3,65,-24.8152151839441
571948,455976,out,59,56,-38.4117761259336
488768,595281,out,66,-50,48.7055569677976
592662,471865,out,80,69,66.0025683930774
607352,664119,out,88.8,31,9.96493900377533
606625,520471,b1,101.6,6,20.643338226758
592761,444489,out,104.5,8,-23.2993981106051
592865,453568,out,94,57,-13.1486114609532
668676,592444,out,77,-1,-18.1741200654691
594902,285079,out,59.3,9,36.7026731151218
669373,608070,b1,110.4,10,-32.8444087263618
456488,545121,out,90.8,50,0.560230600557159
542881,595978,out,55.9,80,90
502188,150029,b3,105.5,11,14.6934692880338
571951,621035,b1,103,5,10.164345083305
668676,621433,out,97.2,40,3.54946077296369
434628,543228,out,83.4,-27,-2.23179067180888
518858,456715,out,73.9,60,29.4789859719634
605521,660294,out,89.8,48,-39.7843928396816
453286,605137,b2,96.8,17,46.0499246396168
543699,516770,out,93.6,27,23.1336649192204
502748,541645,out,87.8,-26,47.5396804503407
664208,591971,out,98.9,19,31.5887327240968
547888,503556,out,65.5,-18,34.9483632946713
519151,455117,b2,97.2,12,-42.6398293991111
570666,593428,out,34.9,-9,47.6966483574858
605288,606132,out,101.6,-17,-31.8443973633575
282332,429666,out,96.8,38,5.87104403738857
518553,591741,out,42.3,-26,7.99747347180392
623149,455104,b1,94.1,11,-20.3770672673731
501697,595885,out,98,28,-41.1459574805514
592662,456781,out,82,53,-12.5564065209284
641386,446334,b1,88.1,-12,-46.8528495515844
500779,657656,b2,73.4,-12,-49.7065580147768
488768,605480,out,33.8,30,40.6159633030335
527054,467793,out,82.9,-21,-10.9228047198692
615698,500871,out,80,69,-42.0126253908414
502188,607461,out,114.3,-6,47.9373442182841
502706,543281,b1,101,15,-35.7677509088036
543294,664774,out,68.9,70,-8.0121343651062
542882,664040,b4,106.9,25,9.35477682459126
453343,606299,out,94.6,38,-6.35344443175986
683232,456715,out,91.5,40,37.2032458768143
547179,493114,b1,99.4,4,9.99638408124185
462136,458731,out,59,58,-31.3824009318569
642547,641432,out,89.2,39,-52.4883554611147
621244,660162,out,75.6,64,-23.7823503889301
594835,457705,b1,83.7,9,-34.4069200103741
519043,594798,b1,66.2,27,-32.5987247988242
532077,521692,out,60.3,-31,-37.0603457129621
642233,595879,out,84.4,48,17.6579461369444
541640,591720,b1,99.3,-6,-59.4129586459018
607625,518692,out,84.5,27,20.5645123258408
548389,608384,b4,103.2,28,-11.649144234112
683232,643524,b4,99.1,25,-9.89671850771762
491624,663993,out,77.5,-4,37.517777512127
519166,600524,out,80,69,-40.9711763614714
521230,519058,b2,99.9,18,38.8949287980526
640455,493329,b2,105.6,16,-14.9477538783518
642232,592663,out,90.9,45,35.4407978149203
456034,596115,out,89.8,-21,-3.95081543125834
607074,543484,out,91.8,49,37.858552398462
571882,663611,b1,97,0,30.7638687423101
605164,588751,out,78.4,65,7.59027937235388
282332,443558,b1,113.2,18,-29.2341908898012
622554,592325,out,97,21,-0.00390644163253091
656222,435622,out,87.7,-18,-19.414953932936
572403,571718,b1,66.4,51,-32.5898046449807
605242,431145,out,60,-41,-19.2635947918639
656186,455976,out,90.4,-18,18.8805061719063
622505,593428,out,89.2,39,-42.7024032125185
621366,593528,out,97.6,28,14.0569662047644
666200,547180,out,100.6,8,13.1362667059321
605441,572669,out,93.1,47,38.7721413337287
592332,581527,b2,98.6,28,34.8525275207833
592346,516782,b2,100.9,18,-40.2696445199278
596057,593871,out,99.4,3,21.2379159059452
548389,605137,out,89.2,39,13.493581551126
663465,547989,b1,110.8,7,-11.657816780996
593576,596019,out,71.3,-12,9.5641134036421
543045,547180,b1,87.9,16,-28.6659424088071
657031,621006,b1,63.1,13,-25.0465265186402
543548,453923,out,82.9,-21,39.3394115876318
543483,570560,out,71.4,5,26.8815499686741
519455,408045,b1,97.6,12,-32.3215818716738
547942,663697,out,78.7,7,-16.0577194472605
543883,607208,b1,105.4,-23,2.88605717713227
625643,500135,out,70.5,64,45.137005428768
543606,596748,b1,98.6,8,-2.07171115518446
621381,605119,out,89,80,-88.4825858749879
467100,425877,b1,77.8,6,36.3976571952794
465657,650402,b4,102.2,27,15.6928807530224
489334,641857,b1,73.3,-14,-49.9157130644672
607968,457705,out,96.3,-5,-36.983817848349
623381,542921,out,80,1,-11.0584792566912
543278,425783,out,97.4,32,14.3061821212407
445060,503556,b1,99.1,14,24.0496577296017
453286,518618,out,101.9,-1,30.3627674279752
640448,594777,out,97.2,23,-31.2910493666831
607644,519222,b1,67.6,24,-15.2391677626255
448855,488726,b2,86.1,24,-46.8650816242284
519301,518735,b1,96,7,-25.3930352120482
656212,665861,b1,105.4,13,-1.88943962853066
669145,640449,out,90.8,54,3.75353683375557
622663,453943,b1,82.8,16,30.9040688101004
622492,664774,out,81.6,23,-27.3909681163895
605483,571602,out,82.9,-21,-34.0404028990441
657612,592530,out,57.4,-47,1.60600298928227
570632,544725,out,71.4,-18,9.20453516372495
501957,544369,b1,99.1,-13,17.435668155255
663432,544369,out,100,4,-26.7075288122161
641816,595879,b4,102.2,33,-29.7630074028189
663903,543510,out,92.9,-5,-34.1812447276951
572143,650333,out,100.1,37,-11.7567107768978
433586,446334,out,101.3,2,-46.9583247336683
553878,595978,out,72.7,-8,-39.9824158541868
622072,514917,out,49.6,16,-29.3400736017887
502190,607680,b4,99.2,29,-41.5878710035543
592866,452095,b1,104.1,1,28.7782658840842
640455,521692,b4,107.6,31,15.2536111970852
453562,461314,b1,104.5,-2,-27.5933397974277
542881,592743,out,79.4,-45,26.5704830863823
596071,640458,out,97.6,23,16.056908529388
476451,502517,out,96.3,9,24.884537701945
445276,501659,out,91.9,24,7.2176590091519
607560,592444,out,80,69,-34.8424826978993
571927,475582,out,100.9,7,18.3076184976777
518633,650490,out,91.2,22,9.15126549384227
545333,519048,b4,108.3,21,22.0087949874608
518553,435263,b2,84.5,25,41.8415431648705
458681,666135,out,98.9,4,3.05446624820527
676606,571448,out,101.5,7,-46.196053747505204
641816,649966,b1,85.4,-12,-4.25710809776192
605397,594824,out,93.8,-1,-1.26359450020111
527055,462101,out,94.9,29,-39.1433565975995
455119,624424,out,82.9,-7,-19.9403005683304
519393,592518,b1,105.2,8,19.1612360694069
640455,491696,out,87.9,33,25.2047749962623
519141,596451,b2,86.8,16,-40.7558754324554
435221,571431,out,101.8,8,39.8166724665891
595234,502143,out,77.4,-33,-24.10259479306
519443,452104,out,95.4,-7,28.4868705094023
596071,621035,out,82.9,-21,-39.0529342948156
669373,644374,out,75.3,75,1.14461852462394
518813,408236,out,86.3,-19,-8.51596505919151
572888,571980,out,94.6,61,18.7660420085558
527054,514917,out,65,-31,18.3479676586448
600917,519306,out,73.9,0,-35.7484018755955
543208,544725,out,98.3,23,3.4412343838203
543037,572761,out,95.1,44,26.6742369441508
543331,571980,out,95.2,23,-28.7455020684532
