"id","site","year","Ax","Ly","flCt","capsuleCt","nCapsulesHarvested","ovuleCt","embryoCt","nn1Dist","nn2Dist","nn3Dist","nn4Dist","nn5Dist","nn6Dist","nn7Dist","nn8Dist","nn9Dist","nn10Dist","nn1DistNotConsumed","nn2DistNotConsumed","nn3DistNotConsumed","nn4DistNotConsumed","nn5DistNotConsumed","nn6DistNotConsumed","nn7DistNotConsumed","nn8DistNotConsumed","nn9DistNotConsumed","nn10DistNotConsumed","fecundity","flCtNotConsumed","flCtUndamaged"
"LP101","hegg",2021,690177.63099185,188546.13139638,1,0,NA,NA,NA,5.623346369642,5.8989162396201,10.2905406827324,15.6844592256642,23.2270421757059,25.2115844616609,25.7582439747986,28.4857340299651,30.3607875001242,30.5744478955447,5.623346369642,15.6844592256642,23.2270421757059,25.7582439747986,28.4857340299651,30.3607875001242,30.5744478955447,31.3266216806591,34.8864165008282,35.353860296754,0,1,1
"LP1010","beng",2021,690622.714,188873.63,1,0,NA,NA,NA,6.14968495124588,6.31023081980931,7.29780138125217,8.51839949756273,8.72236120553313,9.00543508112173,9.4134438437271,9.48387267945808,9.7591590314021,10.1873624162904,6.14968495124588,7.29780138125217,8.51839949756273,8.72236120553313,9.4134438437271,9.48387267945808,9.7591590314021,10.1873624162904,10.3557841325767,10.7817186478296,0,1,1
"LP1011","beng",2021,690631.609,188875.036,2,0,NA,NA,NA,5.10252800094632,5.20376113984167,6.28538145226129,6.52215991832989,8.37870902941814,9.00543508112173,10.0759168316806,10.8262636676131,10.9651835369415,11.0024755396267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"LP1012","beng",2021,690629.813,188879.812,1,1,1,215,15,1.64146885436561,5.10252800094632,8.99415554680692,9.4134438437271,10.1633058597951,13.3781456487862,14.1858589446649,14.2358821293045,14.2620701162537,14.5462842334471,1.64146885436561,9.4134438437271,10.1633058597951,14.1858589446649,14.2358821293045,14.2620701162537,14.5462842334471,15.8618004652805,16.0228290261049,16.8338186101232,15,1,1
"LP1013","beng",2021,690628.265,188880.358,1,1,NA,NA,NA,1.64146885436561,6.28538145226129,8.72236120553313,9.43220875512207,10.4862345005225,12.6102390936553,14.2688471853944,14.2916251350192,14.7590590824975,15.1925420190319,1.64146885436561,8.72236120553313,10.4862345005225,12.6102390936553,14.2688471853944,14.7590590824975,15.1925420190319,15.8010455350236,15.8920433550635,17.0463387271497,0,1,1
"LP1014","beng",2021,690654.404,188879.657,1,0,NA,NA,NA,0.759100783827178,2.444897748364,16.451356782947,16.5852708750864,20.006264143987,20.3664650835621,22.8085731688948,23.2586686204677,24.2139915131255,24.5914884868877,0.759100783827178,2.444897748364,16.451356782947,16.5852708750864,20.3664650835621,24.2139915131255,24.5914884868877,24.8631604788983,24.8701607755303,25.7335862250388,0,1,1
"LP1015","beng",2021,690654.539,188880.404,1,0,NA,NA,NA,0.759100783827178,2.66870773970143,15.7021451400641,17.1200413551,19.3370117908376,20.9522358234232,23.470274391264,23.5499538003197,24.7330859376909,24.8587509138755,0.759100783827178,2.66870773970143,15.7021451400641,17.1200413551,20.9522358234232,24.7330859376909,24.8587509138755,25.5173710440528,25.5298217189458,26.1946454452308,0,1,0
"LP1016","beng",2021,690656.715,188878.859,1,1,1,386,107,2.444897748364,2.66870773970143,16.6220156719985,18.1721520189359,21.5486929997841,21.7394675417598,23.794559567266,25.2892866644475,25.395404407011,25.858065859611,2.444897748364,2.66870773970143,16.6220156719985,18.1721520189359,21.7394675417598,25.2892866644475,25.858065859611,25.8828007757774,26.8418773002318,26.9188746607305,107,1,1
"LP102","hegg",2021,690187.34438294,188549.5292282,1,0,NA,NA,NA,9.08421274151312,10.2905406827324,11.6272832274779,15.5890585303259,19.7815709335843,29.7262202298427,30.4055025152343,35.5703047397943,38.0215305178462,40.3569806401487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"LP103","hegg",2021,690152.26789672,188521.50196595,1,0,NA,NA,NA,7.16646256218369,8.00767582182863,8.10462303568333,15.0478342728623,17.1740916649671,23.9159492621553,24.7677778875448,28.4434227897765,31.9603985339397,32.292284625766,7.16646256218369,8.00767582182863,8.10462303568333,15.0478342728623,17.1740916649671,23.9159492621553,28.4434227897765,31.9603985339397,32.292284625766,35.353860296754,0,1,1
"LP104","hegg",2021,690158.82953302,188516.74488243,1,0,NA,NA,NA,7.99672266997492,8.10462303568333,10.6376915523771,13.3387881453808,14.8380242713095,18.6737973032628,22.1957161666274,24.2397611233715,31.3669320977011,32.6620319271701,7.99672266997492,8.10462303568333,10.6376915523771,13.3387881453808,14.8380242713095,22.1957161666274,24.2397611233715,31.3669320977011,32.6620319271701,34.8864165008282,0,1,0
"LP105","hegg",2021,690166.78613363,188517.54493255,1,0,NA,NA,NA,2.81138750009145,7.99672266997492,10.7867831956653,14.2316586578156,15.0478342728623,17.8500025561067,19.6560867526948,19.953634366877,29.5449715879353,30.5744478955447,2.81138750009145,7.99672266997492,14.2316586578156,15.0478342728623,17.8500025561067,19.6560867526948,19.953634366877,29.5449715879353,30.5744478955447,35.8517620120683,0,1,0
"LP106","hegg",2021,690176.42745491,188500.07517444,1,0,NA,NA,NA,19.953634366877,20.1560067002954,20.8605006095302,20.9209368486446,24.2397611233715,32.292284625766,37.0703356538927,38.7507243528034,46.0719446144043,46.7531847328046,19.953634366877,20.1560067002954,20.9209368486446,24.2397611233715,32.292284625766,37.0703356538927,38.7507243528034,46.0719446144043,46.7531847328046,55.2789869786931,0,1,0
"LP107","hegg",2021,690255.76449134,188432.96364423,1,0,NA,NA,NA,3.03571298824896,3.38850423175044,3.89533053506723,4.25737579659776,4.45922335757938,4.53195539966561,4.94830778183227,4.98138934275833,5.52939471587935,7.02695352071393,3.03571298824896,3.89533053506723,4.53195539966561,5.52939471587935,7.02695352071393,10.2850228651119,10.736614439437,11.8529510294909,12.8474607936458,14.2574027084181,0,1,1
"LP108","hegg",2021,690257.70073508,188430.1828312,3,0,NA,NA,NA,1.09794587501926,1.14111744291123,1.56157889837051,1.63359394243227,1.64828633847798,1.97195218951831,2.22705745684127,2.35179671119242,3.38850423175044,6.8250535446334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"LP109","hegg",2021,690257.47384795,188429.06449706,1,0,NA,NA,NA,0.531909307718196,0.611389490807857,1.14111744291123,1.19657350365745,1.29795697717031,1.40793330505166,1.54816900346413,2.29376298729475,4.25737579659776,6.23213228207011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"LP110","hegg",2021,690258.07893199,188429.15207796,1,0,NA,NA,NA,0.611389490807857,0.618735165732884,0.938733396757623,1.06232927237664,1.09794587501926,1.14032950330727,2.01422204053323,2.83500881275962,4.45922335757938,6.4138804078969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"LP1101","beng",2021,690749.88,188620.973,1,1,1,309,59,0.869160295413396,28.9635736804916,37.9441905943629,38.2134817280301,45.6661567118357,52.8375127849593,53.2287127215976,55.5145797761179,59.8103737028268,197.380612325532,0.869160295413396,37.9441905943629,38.2134817280301,45.6661567118357,52.8375127849593,53.2287127215976,59.8103737028268,197.380612325532,197.418030556985,197.485897119274,59,1,1
